scribe,lien,11,1326
axe,gamme,10,620
main,fraise,10,724
chance,asthme,10,636
spectre,soin,10,274
clown,bûche,11,1184
cintre,plume,10,431
chips,phoque,10,444
cran,charte,10,371
gant,guêpe,11,1069
cintre,cuisse,11,948
ongle,fraise,11,1061
trame,vanne,10,247
âge,lèpre,11,1258
chips,huître,10,743
suite,rôle,10,752
acte,brèche,10,203
thème,crise,10,837
laine,lustre,11,1146
dose,hertz,10,464
spasme,firme,12,1773
trame,norme,12,1768
fleuve,lièvre,10,268
fouet,cible,11,1624
dogme,cancre,11,1198
perte,hargne,10,873
fouet,jupe,10,722
truc,quête,10,557
mangue,scotch,12,1715
moule,planche,10,376
havre,tonne,10,546
rythme,zone,11,1005
preuve,loi,10,914
bûche,lustre,11,1170
bille,vigne,12,1728
lien,muse,10,655
lieu,cause,10,559
flot,fugue,10,543
poire,skieur,12,1656
crise,truc,10,216
sens,forme,12,1769
chèque,clou,11,1153
bec,huître,10,606
tacle,dose,10,500
rôle,crise,10,723
bouée,feuille,10,252
coude,drap,10,473
zinc,diète,12,1680
centre,dose,11,1498
chips,dinde,11,1603
zone,axe,11,1504
graine,huître,10,617
sabre,chiot,11,983
suite,stock,10,458
chips,tigre,11,1450
oeil,algue,10,631
soin,tort,10,291
sucre,stade,12,1736
malt,rage,10,479
croupe,stock,10,410
honte,dette,10,874
dogme,lieu,10,747
stade,flamme,10,776
cloître,flux,10,71
thème,membre,11,1256
âme,pacte,11,1492
cure,verbe,10,353
fraude,soin,11,1285
tête,cidre,10,474
moeurs,gré,12,1747
air,nymphe,10,660
pacte,âge,10,733
mouette,pneu,11,1389
blé,phoque,11,941
script,vanne,10,711
niche,chèvre,11,1148
quartz,dose,11,1096
muse,fibre,11,1006
moeurs,fièvre,12,1704
masque,planche,11,1370
coude,cidre,11,1180
siège,frange,10,594
folk,phase,10,506
bille,mèche,11,1422
hertz,sens,11,1589
bol,chèvre,11,1393
axe,clown,10,424
plume,chou,10,369
skieur,tigre,10,58
choix,fièvre,10,678
singe,drap,10,41
nappe,dinde,10,838
vrac,spasme,11,1488
flemme,croupe,11,1070
chiot,quille,10,54
herbe,trousse,11,1100
poivre,chou,10,871
planche,foudre,11,1092
faute,rôle,11,1592
frange,cercle,10,613
âme,hertz,11,1272
casque,steak,10,189
flèche,moule,10,398
flux,style,11,1287
coude,cirque,10,449
trèfle,niche,10,46
chose,centre,9,10
manche,slip,10,865
seuil,doute,10,715
niche,tresse,12,1696
chèque,bûche,10,701
perle,singe,11,1248
phase,heure,11,1570
bague,dinde,10,803
moeurs,stress,10,185
fraude,culte,11,1359
dette,ambre,10,416
nappe,miette,10,913
four,sabre,11,1354
couette,main,11,1418
feutre,stade,10,174
crêpe,oeil,10,90
peine,truie,11,1315
tigre,douche,12,1664
corne,feuille,11,1366
bulle,main,10,281
goût,verbe,10,433
ambre,tort,12,1671
fraise,soupe,10,792
chose,suite,10,864
forme,frousse,10,567
tête,siège,11,1232
blé,chips,12,1803
gant,mangue,10,624
rage,forme,10,640
rage,norme,10,590
clope,dinde,10,412
zèle,sens,11,1573
tronc,chèvre,11,1237
timbre,nuage,11,1204
scotch,toast,11,1590
vigne,poire,12,1815
guêpe,flèche,10,333
masque,bouée,10,693
taxe,joute,10,130
membre,quête,10,534
onde,style,12,1777
clou,grue,10,551
huile,barbe,11,1441
lampe,manche,10,419
onde,zone,11,1252
mouette,barque,10,876
siège,feuille,10,138
parc,pieuvre,10,97
gag,acte,11,1618
chance,fièvre,10,737
cible,huile,11,1121
culte,truc,12,1714
nymphe,nuance,11,1196
transe,script,10,391
choix,secte,10,843
script,fibre,11,1159
feutre,boule,10,244
vente,flot,10,201
nuage,tresse,12,1693
fille,gomme,11,1251
tacle,fougue,11,1461
cure,tact,10,263
rôle,base,10,749
corne,bulle,10,355
tête,parc,10,278
fraude,âme,10,798
quille,mouette,10,61
ruche,algue,10,153
membre,havre,10,583
flemme,genre,10,240
stock,fraude,10,675
casque,poule,11,1139
hâte,charte,10,85
clope,boule,10,746
race,joute,11,1286
graine,bol,10,761
lieu,peine,11,1307
quille,bec,11,1423
grange,guêpe,10,668
croupe,flux,10,289
faute,âge,10,765
nuance,air,10,690
mouette,fraise,11,1112
sucre,pelle,10,515
sabre,masque,10,878
grange,steak,11,1506
chiot,ruche,10,775
loi,heure,10,702
gag,race,10,192
slip,clown,12,1762
cuisse,drap,10,646
chrome,loi,12,1659
vente,cure,10,562
hanche,torche,12,1697
barbe,zèbre,11,945
flux,folk,12,1718
lampe,cirque,10,828
chrome,nacre,11,1594
gramme,genre,11,1226
vanne,mythe,10,521
nuée,gain,10,36
charte,suite,11,1471
main,nuage,12,1721
steak,bouée,11,1138
sens,base,10,852
verbe,gain,10,512
chips,poule,11,1453
truc,croupe,11,994
ongle,foudre,12,1690
nacre,sens,10,296
bec,trousse,11,932
prisme,gré,10,220
type,science,10,811
brosse,phoque,11,1077
casque,soupe,10,389
douche,oeil,12,1712
sabre,sucre,11,1028
firme,cancre,11,1324
bague,bouc,11,1023
trouille,stock,11,1499
lèvre,pelle,11,1085
gag,goût,11,1000
chiot,timbre,10,60
crise,cancre,10,839
tact,trame,10,482
crise,chance,10,779
goût,siècle,11,1481
trèfle,flûte,10,611
taille,fugue,11,1190
fugue,clan,11,1426
barque,grue,10,773
genre,faute,11,1528
forme,chose,10,889
chips,moufle,12,1757
tresse,bol,11,995
trame,seuil,12,1713
asthme,stock,10,356
clown,trèfle,11,1362
trouille,type,10,587
spasme,acte,10,447
lampe,singe,11,1281
dieu,crise,11,1634
poisse,heure,10,524
ordre,goût,10,74
jupe,cible,10,468
chou,vigne,11,1565
boule,pelle,9,9
joute,vanne,10,812
ongle,soupe,11,1323
herbe,miette,11,1465
crêpe,trousse,10,49
fugue,poisse,11,1560
flemme,gramme,10,490
tête,luge,12,1734
planche,sabre,10,615
luge,trèfle,11,1063
couette,niche,11,1605
malt,ambre,11,1588
acte,flux,11,1167
goût,houle,11,1267
perle,quille,11,1206
moeurs,mythe,10,810
nymphe,cloître,10,437
lien,scotch,10,881
lèpre,grade,10,154
truc,charte,10,598
axe,chance,10,608
membre,culte,11,1556
douche,pelle,11,1022
disque,barque,11,1235
drame,type,11,1222
flot,secte,10,648
flot,ordre,10,643
mythe,forme,11,1562
algue,boule,10,207
rôle,ordre,12,1764
trame,fibre,12,1787
tacle,lèpre,10,536
gré,honte,10,618
lèpre,moeurs,10,592
mangue,niche,10,67
laine,brosse,10,789
air,grade,10,182
hertz,score,12,1781
grappe,mangue,10,890
moufle,clope,11,1019
stress,dogme,10,700
gaufre,bague,11,1123
gaufre,douche,11,960
stress,mythe,11,1045
norme,spasme,11,1007
honte,dieu,11,1449
charte,muse,10,319
feuille,drap,11,1174
gage,cancre,11,1313
timbre,corne,10,117
trouille,faute,10,788
tête,fraise,10,211
dose,chance,12,1760
flûte,fouet,10,294
cage,siège,10,362
secte,spectre,10,784
zèle,nuance,12,1765
tonne,secte,11,1166
graine,pieuvre,10,359
flux,honte,10,312
feuille,crabe,10,48
tuile,corne,10,39
main,nappe,10,471
moule,pneu,10,100
charte,flemme,10,372
tuile,nappe,11,933
cure,fougue,11,1108
folk,poisse,10,73
hymne,acte,12,1796
lièvre,flûte,10,109
frousse,flemme,10,40
griffe,barque,10,45
race,zinc,11,982
pneu,chiot,10,373
barbe,sabre,11,1585
huître,boule,11,1456
huile,cintre,11,1179
nuage,casque,11,1404
nuance,cycle,11,1131
grue,disque,10,254
phase,joute,10,196
malt,forme,11,962
lustre,gaufre,10,266
fougue,dogme,11,1101
charte,tort,10,166
singe,grappe,10,212
four,torche,10,849
hache,gant,10,778
aigle,douche,10,405
transe,croupe,11,953
coude,pieuvre,10,179
poigne,lien,11,1611
toast,pneu,10,403
verbe,taxe,11,1016
quête,gramme,10,483
rôle,thème,10,911
cuisse,quille,10,530
cycle,lieu,10,272
doute,trouille,10,880
tronc,fille,10,795
vitre,stade,12,1720
herbe,cuisse,10,321
gag,flemme,11,1082
huître,vitre,10,206
skieur,ongle,11,1060
cercle,huile,10,440
huile,feuille,12,1809
sabre,mèche,10,685
clan,truc,10,564
gloire,doute,10,894
lèvre,moufle,11,1523
thème,stress,12,1752
cause,cancre,10,501
dogme,honte,11,1379
houle,nuance,10,56
norme,quête,11,1520
lièvre,moule,11,1446
axe,siècle,11,1216
algue,tuile,11,1057
tort,firme,11,1330
gomme,tête,11,1310
crise,drame,11,1647
gomme,manche,11,1124
fraude,asthme,12,1655
poivre,disque,10,131
tuile,bec,11,1081
nymphe,onde,10,510
air,âme,10,782
heure,peine,11,1451
base,mythe,11,1312
tronc,lustre,11,1294
prisme,hymne,10,457
plume,hache,10,167
cloître,taille,11,944
trame,gloire,11,1192
axe,goût,10,186
trèfle,quille,10,147
dogme,seuil,10,528
fougue,gag,10,426
crise,style,11,1018
pneu,mèche,10,465
chose,fugue,11,1487
feuille,foudre,10,462
gage,trame,11,1434
trèfle,âne,10,505
âne,flèche,10,324
fraise,planche,10,525
centre,trame,10,374
poisse,phase,10,308
bille,blé,11,1152
muse,hertz,10,498
cycle,ordre,10,754
gramme,cran,11,1473
tonne,gage,11,1176
tuile,tresse,12,1674
cirque,bûche,11,1043
toast,mèche,11,1093
fraise,gomme,9,8
base,poisse,10,282
feuille,poivre,11,1260
spectre,muse,10,497
doute,cloître,11,1128
zèle,fibre,10,239
ongle,disque,11,1002
hâte,doute,11,1586
cirque,truie,10,728
grappe,chèvre,11,1345
cube,pieuvre,11,1374
hertz,moeurs,10,129
vase,singe,10,35
choix,centre,11,1397
cuisse,couette,10,745
goût,score,10,260
vrac,fraude,10,481
mouette,flamme,10,87
rôle,havre,12,1681
hanche,cube,10,101
vanne,stock,10,599
rôle,lien,11,1553
volt,spectre,10,642
chrome,volt,11,1439
guêpe,coude,11,957
fibre,hymne,10,302
prisme,score,10,571
niche,vase,10,541
blé,vase,10,628
choix,tacle,10,476
onde,chrome,12,1798
ruse,honte,11,1621
planche,main,10,735
quête,script,10,429
quête,nuance,10,718
dogme,verbe,12,1688
ambre,loi,11,931
race,charte,11,1494
frousse,hargne,12,1810
phase,trame,11,1381
loi,poisse,12,1738
lèvre,grappe,11,1107
clope,fraise,11,1074
feutre,lampe,11,1386
pieuvre,quiche,11,1147
boule,casque,11,1583
gaufre,mouette,10,460
brèche,race,11,1090
ligue,taxe,11,1503
nappe,huile,11,1519
corne,slip,11,1429
charte,vanne,10,277
fièvre,lieu,11,1011
zone,vente,10,593
mèche,niche,10,404
ongle,grappe,12,1730
barque,herbe,11,1125
nuit,hanche,10,472
parc,phoque,10,744
trêve,hâte,10,666
dinde,four,10,922
loi,âge,11,1636
bouée,guêpe,10,91
feutre,aigle,10,156
gomme,chiot,10,168
forme,trame,10,537
gamme,forme,11,1557
gramme,âge,9,12
goût,perte,10,855
bague,vitre,11,1459
steak,nuit,10,306
cintre,chèvre,11,988
poivre,timbre,10,520
four,corne,10,488
fonte,norme,12,1754
bûche,disque,11,1129
taxe,scribe,11,1532
moufle,lièvre,10,142
manche,bague,11,1168
coude,bol,10,555
miette,mouche,11,1630
crabe,veste,11,928
truite,cintre,10,446
disque,nuit,11,1595
race,fièvre,11,1088
charte,soin,11,1490
flux,suite,12,1753
singe,tête,12,1805
centre,cause,10,448
croupe,âme,11,1257
cage,poire,11,996
trêve,peine,10,568
cancre,choix,10,644
perle,crêpe,10,394
mangue,ruche,10,397
vrac,hâte,10,774
tronc,âne,12,1785
boule,zèbre,11,1368
base,fièvre,11,1303
torche,drap,11,1568
nappe,chou,10,651
gré,âge,11,1327
chips,casque,10,378
fraise,poivre,10,895
seuil,choix,10,783
moufle,clown,11,1387
forme,race,10,731
mythe,axe,11,1048
trouille,flux,12,1663
main,lèvre,10,909
fonte,vente,12,1706
fibre,air,11,1428
firme,asthme,10,104
score,volt,10,860
taxe,lèpre,10,563
zèle,race,11,1358
mouette,timbre,10,217
zinc,peine,10,42
clope,four,10,364
cause,nymphe,10,230
nuage,flèche,11,1347
flamme,frange,11,1046
taille,moeurs,10,486
clan,gré,11,1485
fille,steak,12,1744
clou,truite,10,235
fonte,script,10,337
stock,membre,11,1169
gré,trouille,10,658
gomme,cirque,10,107
cidre,nappe,11,1098
soupe,nuit,10,836
disque,feuille,10,603
dinde,vitre,10,629
nuit,clope,11,1613
spectre,science,11,1631
zèbre,grotte,10,191
crabe,crêpe,11,1413
muse,flemme,10,334
cintre,miette,11,1264
niche,parc,10,846
fonte,fougue,11,1448
drap,moule,11,1353
flot,flemme,11,1318
norme,ordre,11,1635
drame,folk,11,1533
transe,preuve,12,1737
foudre,cirque,10,183
bec,vigne,11,1476
casque,mouette,10,467
secte,base,10,770
flot,script,10,751
skieur,grue,11,1343
fibre,taille,10,463
nuance,score,11,1408
algue,scotch,11,973
veste,tresse,10,627
folk,havre,11,1202
vente,asthme,11,1536
lièvre,jupe,12,1695
culte,fuite,11,1111
clope,mangue,10,396
centre,siècle,9,11
bague,corne,10,645
âne,sucre,11,1288
phoque,vase,11,1163
joute,thème,10,610
chance,scribe,10,70
choix,brèche,11,1276
tresse,jupe,10,899
truie,griffe,12,1662
trame,zinc,10,734
peine,dette,10,892
douche,chèque,10,406
cidre,ongle,11,979
plume,bulle,10,656
frange,quille,10,66
steak,guêpe,10,585
croupe,centre,11,1416
quille,gaufre,11,1027
fleuve,coude,10,586
base,scribe,10,82
fouet,âne,10,704
dogme,cycle,10,399
secte,trame,11,1221
cube,jupe,11,986
cercle,aigle,10,332
trame,moeurs,10,671
pacte,perte,10,622
gramme,spasme,11,1013
drap,siège,10,868
ongle,poule,10,218
nuée,hertz,11,954
pelle,chou,10,727
membre,cran,11,1351
foudre,bulle,11,1407
gré,tonne,10,330
bûche,vigne,10,584
score,norme,10,883
miette,masque,10,314
tact,trouille,10,634
quartz,frousse,11,972
forme,moeurs,11,1110
barque,barbe,10,145
aigle,dinde,10,907
huître,mangue,11,1596
parc,miette,10,758
nymphe,seuil,11,1144
poisse,tacle,10,793
cirque,bulle,12,1682
forme,soin,12,1812
bulle,parc,11,1420
ligue,genre,10,667
lieu,trouille,10,844
axe,clan,10,292
nuée,cran,11,1164
couette,torche,11,1325
fugue,onde,10,315
volt,âme,11,1575
verbe,phase,11,1516
veste,algue,10,172
parc,timbre,10,194
pelle,mangue,11,1194
skieur,clown,11,1435
disque,perle,10,24
peine,stress,10,898
soin,faute,11,1552
tacle,gag,10,523
hymne,lieu,11,1527
trousse,moule,10,208
vigne,griffe,11,1051
chèvre,pneu,10,72
flûte,chiot,11,1199
miette,gomme,12,1789
hertz,gramme,10,901
score,nuée,11,1243
zèbre,nuage,10,106
poule,cidre,10,279
ruse,joute,10,442
pneu,barque,11,1305
seuil,croupe,10,173
gage,script,11,1050
hargne,preuve,10,609
ski,tresse,12,1727
laine,bec,12,1733
cran,nymphe,11,1241
âge,phase,11,1626
cause,air,11,1041
gloire,dogme,12,1772
folk,scribe,10,300
pelle,toast,10,484
crise,tact,11,1551
grotte,pieuvre,11,1311
rage,nacre,11,965
bec,clou,10,62
houle,trêve,11,1154
cintre,lampe,10,769
bouée,cible,11,1253
spectre,membre,12,1779
firme,air,10,570
masque,slip,10,565
tonne,doute,12,1698
poigne,ligue,11,1268
trêve,folk,11,1003
chose,cycle,11,1217
style,houle,10,224
cloître,peine,10,375
chiot,gaufre,12,1705
cirque,cintre,10,273
honte,secte,11,1581
hanche,brosse,11,1162
singe,bille,10,317
houle,science,10,111
charte,siècle,10,863
vente,prisme,10,456
vrac,science,11,1360
trèfle,fouet,11,1265
poigne,louange,11,1457
nacre,cause,11,966
zèle,transe,12,1788
cintre,nuit,11,1292
chiot,vitre,11,1412
hymne,poisse,10,83
frousse,chrome,10,144
siège,grotte,11,1103
taxe,fonte,10,93
zèbre,veste,10,672
jupe,fraise,11,1396
brèche,poigne,10,19
fonte,cloître,11,1053
mouche,parc,10,816
